course,learning objectives,keywords_str
FEPC Calgary 3,explain how to conduct an epidemiological investigation on a premises where FMD is suspected/confirmed;,"explain, conduct, epidemiological, investigation, premises, FMD, suspected/confirmed, ;"
FEPC Calgary 3,"describe the clinical signs of FMD in cattle, small ruminants and pigs;","describe, clinical, signs, FMD, cattle, ,, small, ruminants, pigs, ;"
FEPC Calgary 3,describe key aspects of the control measures which are used in an FMD outbreak in a previously free country.,"describe, key, aspects, control, measures, used, FMD, outbreak, previously, free, country, ."
FEPC Calgary 3,describe how to age FMD lesions;,"describe, age, FMD, lesions, ;"
FEPC France,Expliquer quels échantillons doivent être prélevés pour permettre le diagnostic de la fièvre aphteuse en laboratoire,"Expliquer, quels, échantillons, doivent, être, prélevés, pour, permettre, le, diagnostic, de, la, fièvre, aphteuse, en, laboratoire"
FEPC France,Expliquer la pathogenèse de la fièvre aphteuse,"Expliquer, la, pathogenèse, de, la, fièvre, aphteuse"
FEPC France,Expliquer comment mener une enquête épidémiologique dans un foyer suspect de fièvre aphteuse ,"Expliquer, comment, mener, une, enquête, épidémiologique, dans, un, foyer, suspect, de, fièvre, aphteuse"
FEPC France,Expliquer comment entrer et sortir d’une exploitation suspecte de fièvre aphteuse en suivant les règles de biosécurité,"Expliquer, comment, entrer, et, sortir, ’, une, exploitation, suspecte, de, fièvre, aphteuse, en, suivant, les, règles, de, biosécurité"
FEPC France,"Décrire les signes cliniques présentés par les bovins, petits ruminants et porcins ;","Décrire, les, signes, cliniques, présentés, par, les, bovins, ,, petits, ruminants, et, porcins, ;"
FEPC France,Décrire les principaux aspects des mesures de contrôle appliquées dans un foyer de FA en cas d’émergence du virus dans un pays précédemment indemne,"Décrire, les, principaux, aspects, des, mesures, de, contrôle, appliquées, dans, un, foyer, de, FA, en, cas, ’, émergence, du, virus, dans, un, pays, précédemment, indemne"
FEPC France,Décrire comment dater les lésions de fièvre aphteuse,"Décrire, comment, dater, les, lésions, de, fièvre, aphteuse"
FEPC Germany,Pathogenese der MKS ,"Pathogenese, der, MKS"
FEPC Germany,Korrekte Entnahme diagnostischer Proben im Hinblick auf eine Bestätigung der MKS-Diagnose im Labor ,"Korrekte, Entnahme, diagnostischer, Proben, im, Hinblick, auf, eine, Bestätigung, der, MKS-Diagnose, im, Labor"
FEPC Germany,"Klinische Symptome von MKS bei Rindern, kleinen Wiederkäuern und Schweinen ","Klinische, Symptome, von, MKS, bei, Rindern, ,, kleinen, Wiederkäuern, und, Schweinen"
FEPC Germany,"Hauptaspekte der Bekämpfungsmaßnahmen, die bei einem MKS-Ausbruch in einem zuvor MKS-freien Land zum Einsatz kommen ","Hauptaspekte, der, Bekämpfungsmaßnahmen, ,, die, bei, einem, MKS-Ausbruch, einem, zuvor, MKS-freien, Land, zum, Einsatz, kommen"
FEPC Germany,Durchführung einer epidemiologischen Untersuchung in einem Betrieb mit MKS-Verdacht ,"Durchführung, einer, epidemiologischen, Untersuchung, einem, Betrieb, mit, MKS-Verdacht"
FEPC Germany,Biologisch sicheres Betreten und Verlassen von Betrieben mit MKS-Verdacht ,"Biologisch, sicheres, Betreten, und, Verlassen, von, Betrieben, mit, MKS-Verdacht"
FEPC Germany,Altersbestimmung von MKS-Läsionen ,"Altersbestimmung, von, MKS-Läsionen"
FEPC Malta,explain the pathogenesis of Foot-and-Mouth Disease (FMD);  ,"explain, pathogenesis, Foot-and-Mouth, Disease, (, FMD, ), ;"
FEPC Malta,explain how to take correct diagnostic samples to enable laboratory confirmation of an FMD diagnosis;  ,"explain, take, correct, diagnostic, samples, enable, laboratory, confirmation, FMD, diagnosis, ;"
FEPC Malta,explain how to enter and leave a premises suspected of FMD in a biosecure manner;  ,"explain, enter, leave, premises, suspected, FMD, biosecure, manner, ;"
FEPC Malta,explain how to conduct an epidemiological investigation on a premises where FMD is suspected;  ,"explain, conduct, epidemiological, investigation, premises, FMD, suspected, ;"
FEPC Malta,"describe the clinical signs of FMD in cattle, small ruminants and pigs;  ","describe, clinical, signs, FMD, cattle, ,, small, ruminants, pigs, ;"
FEPC Malta,describe key aspects of the control measures which are used in an FMD outbreak in a previously free country.   ,"describe, key, aspects, control, measures, used, FMD, outbreak, previously, free, country, ."
FEPC Malta,describe how to age FMD lesions;  ,"describe, age, FMD, lesions, ;"
FEPC North Macedonia,Познавање за спроведување на епидемиолошка истрага во одгледувалиштата каде е поставен сомнеж на ЛиШ.  ,"Познавање, за, спроведување, на, епидемиолошка, истрага, во, одгледувалиштата, каде, е, поставен, сомнеж, на, ЛиШ, ."
FEPC North Macedonia,Познавање за правилно земање на дијагностички примероци за да се овозможи лабораториска потврда на ЛиШ. ,"Познавање, за, правилно, земање, на, дијагностички, примероци, за, да, се, овозможи, лабораториска, потврда, на, ЛиШ, ."
FEPC North Macedonia,Познавање за патогенезата на ЛиШ. ,"Познавање, за, патогенезата, на, ЛиШ, ."
FEPC North Macedonia,Познавање за одредување на староста на лезиите на ЛиШ. ,"Познавање, за, одредување, на, староста, на, лезиите, на, ЛиШ, ."
FEPC North Macedonia,Познавање за начинот на влез и излез од одгледувалиштата каде е поставен сомнеж на ЛиШ со почитување на биосигурносните мерки. ,"Познавање, за, начинот, на, влез, и, излез, од, одгледувалиштата, каде, е, поставен, сомнеж, на, ЛиШ, со, почитување, на, биосигурносните, мерки, ."
FEPC North Macedonia,Познавање за клучните аспекти на мерките за контрола кои се користат при избивање на ЛиШ во држава која претходно била слободна од болеста. ,"Познавање, за, клучните, аспекти, на, мерките, за, контрола, кои, се, користат, при, избивање, на, ЛиШ, во, држава, која, претходно, била, слободна, од, болеста, ."
FEPC North Macedonia,"Познавање за клиничките знаци на ЛиШ кај говеда, мали преживари и свињи. ","Познавање, за, клиничките, знаци, на, ЛиШ, кај, говеда, ,, мали, преживари, и, свињи, ."
FEPC Spain,Explicar la patogénesis de la fiebre aftosa  ,"Explicar, la, patogénesis, de, la, fiebre, aftosa"
FEPC Spain,Explicar la antigüedad de las lesiones causadas por la fiebre aftosa  ,"Explicar, la, antigüedad, de, las, lesiones, causadas, por, la, fiebre, aftosa"
FEPC Spain,Explicar cómo tomar las muestras de diagnóstico correctas para permitir la confirmación en laboratorio de fiebre aftosa  ,"Explicar, cómo, tomar, las, muestras, de, diagnóstico, correctas, para, permitir, la, confirmación, en, laboratorio, de, fiebre, aftosa"
FEPC Spain,Explicar cómo llevar a cabo una investigación epidemiológica en una explotación bajo sospecha de fiebre aftosa  ,"Explicar, cómo, llevar, cabo, una, investigación, epidemiológica, en, una, explotación, bajo, sospecha, de, fiebre, aftosa"
FEPC Spain,Explicar cómo entrar y salir de forma biológicamente segura en una explotación bajo sospechosa de fiebre aftosa  ,"Explicar, cómo, entrar, salir, de, forma, biológicamente, segura, en, una, explotación, bajo, sospechosa, de, fiebre, aftosa"
FEPC Spain,"Describir los signos clínicos de la fiebre aftosa en bovinos, pequeños rumiantes y cerdos  ","Describir, los, signos, clínicos, de, la, fiebre, aftosa, en, bovinos, ,, pequeños, rumiantes, cerdos"
FEPC Spain,"Describir los aspectos clave de las medidas de control que se utilizan en un brote de fiebre aftosa, en un país previamente libre de la enfermedad ","Describir, los, aspectos, clave, de, las, medidas, de, control, que, se, utilizan, en, un, brote, de, fiebre, aftosa, ,, en, un, país, previamente, libre, de, la, enfermedad"
FEPC UK 5,explain the pathogenesis of Foot-and-Mouth Disease (FMD);  ,"explain, pathogenesis, Foot-and-Mouth, Disease, (, FMD, ), ;"
FEPC UK 5,explain how to take correct diagnostic samples to enable laboratory confirmation of an FMD diagnosis;  ,"explain, take, correct, diagnostic, samples, enable, laboratory, confirmation, FMD, diagnosis, ;"
FEPC UK 5,explain how to enter and leave a premises suspected of FMD in a biosecure manner;  ,"explain, enter, leave, premises, suspected, FMD, biosecure, manner, ;"
FEPC UK 5,explain how to conduct an epidemiological investigation on a premises where FMD is suspected;  ,"explain, conduct, epidemiological, investigation, premises, FMD, suspected, ;"
FEPC UK 5,"describe the clinical signs of FMD in cattle, small ruminants and pigs;  ","describe, clinical, signs, FMD, cattle, ,, small, ruminants, pigs, ;"
FEPC UK 5,describe key aspects of the control measures which are used in an FMD outbreak in a previously free country,"describe, key, aspects, control, measures, used, FMD, outbreak, previously, free, country"
FEPC UK 5,describe how to age FMD lesions;  ,"describe, age, FMD, lesions, ;"
LSD Belgium,summarize the advantages and disadvantages of available control measures for LSD; ,"summarize, advantages, disadvantages, available, control, measures, LSD, ;"
LSD Belgium,explain the main consideration in the implementation of vaccination programmes to control LSD. ,"explain, main, consideration, implementation, vaccination, programmes, control, LSD, ."
LSD Belgium,explain main serological and virological diagnostic test for LSD; ,"explain, main, serological, virological, diagnostic, test, LSD, ;"
LSD Belgium,explain how to design surveillance programmes for LSD; ,"explain, design, surveillance, programmes, LSD, ;"
LSD Belgium,explain how to conduct an epidemiological investigation on a premises suspected of LSD; ,"explain, conduct, epidemiological, investigation, premises, suspected, LSD, ;"
LSD Belgium,explain how to collect and handle samples to enable laboratory diagnosis of LSD; ,"explain, collect, handle, samples, enable, laboratory, diagnosis, LSD, ;"
LSD Belgium,describe the global significance of LSD; ,"describe, global, significance, LSD, ;"
LSD Belgium,describe the clinical signs of LSD; ,"describe, clinical, signs, LSD, ;"
LSD Belgium,describe key epidemiological features of LSD to include risk factors and routes of transmission; ,"describe, key, epidemiological, features, LSD, include, risk, factors, routes, transmission, ;"
